7.204768370692687	 6.301294748715512
7.061784549917311	 6.185722657157488
6.918644803492235	 6.062135987204856
6.751726395487829	 5.921958828124089
6.63940795248689	 5.7750768661062
6.558690441158586	 5.644972503996088
6.461704687044863	 5.4824356067482665
6.3961639389540785	 5.328661731013615
6.353934075493521	 5.167434609223278
6.3032582393408525	 4.973962063074874
6.283715557911721	 4.773223381650427
6.279973342318909	 4.580873500179866
6.299386085706624	 4.373055794259015
6.356662774363281	 4.102057015079513
6.483560265611219	 3.7926693409437426
6.6431501680797	 3.556161315477995
6.811186043240294	 3.3518987143703156
6.9723352022057785	 3.195536472850635
7.12659764497616	 3.087074590918954
7.319659586913685	 2.9635191060962627
7.536656116080241	 2.8645686887963135
7.7229872674723605	 2.7969281419562284
7.909786195813583	 2.7533313302999636
8.104875171197216	 2.733965364607159
8.292609653436639	 2.738456023318534
8.519767337442014	 2.759911392717325
8.692792833393023	 2.812115300237059
8.850329714807113	 2.871959564592118
9.031957109099935	 2.964423474864526
9.190429544412227	 3.072355209587225
9.405061201224992	 3.2537279253188687
9.565404744333694	 3.4578346007768483
9.701657774563664	 3.629321630317479
9.791289035533179	 3.815715151969479
9.873565803358485	 4.0259652980256595
9.939886179697773	 4.219812065733345
9.967407056869915	 4.42875243633204
9.980218947753642	 4.685406055739094
9.961429906964728	 4.925282075238372
9.874423394431838	 5.275678195245379
9.755192247627509	 5.5772384017661825
9.595446419509326	 5.805731848837323
9.358101593056851	 6.064412501690484
9.111843016963165	 6.266803995001758
8.949290527150376	 6.351035030969978
