x-axis,1
second,Volt
-20.00000E+00,
-19.98438E+00,+96.14E-03
-19.96875E+00,+95.88E-03
-19.95313E+00,+96.11E-03
-19.93750E+00,+96.13E-03
-19.92188E+00,+96.26E-03
-19.90625E+00,+96.47E-03
-19.89063E+00,+95.96E-03
-19.87500E+00,+96.24E-03
-19.85938E+00,+96.09E-03
-19.84375E+00,+96.45E-03
-19.82813E+00,+96.40E-03
-19.81250E+00,+96.63E-03
-19.79688E+00,+96.44E-03
-19.78125E+00,+96.43E-03
-19.76563E+00,+96.37E-03
-19.75000E+00,+96.19E-03
-19.73438E+00,+96.50E-03
-19.71875E+00,+96.63E-03
-19.70313E+00,+96.32E-03
-19.68750E+00,+96.72E-03
-19.67188E+00,+96.78E-03
-19.65625E+00,+96.48E-03
-19.64063E+00,+96.45E-03
-19.62500E+00,+96.63E-03
-19.60938E+00,+96.63E-03
-19.59375E+00,+96.57E-03
-19.57813E+00,+96.83E-03
-19.56250E+00,+96.72E-03
-19.54688E+00,+96.83E-03
-19.53125E+00,+96.54E-03
-19.51563E+00,+96.82E-03
-19.50000E+00,+96.67E-03
-19.48438E+00,+96.67E-03
-19.46875E+00,+96.60E-03
-19.45313E+00,+96.75E-03
-19.43750E+00,+96.72E-03
-19.42188E+00,+96.81E-03
-19.40625E+00,+96.65E-03
-19.39063E+00,+96.75E-03
-19.37500E+00,+96.74E-03
-19.35938E+00,+96.72E-03
-19.34375E+00,+96.91E-03
-19.32813E+00,+96.83E-03
-19.31250E+00,+96.57E-03
-19.29688E+00,+96.92E-03
-19.28125E+00,+96.70E-03
-19.26563E+00,+96.84E-03
-19.25000E+00,+96.97E-03
-19.23438E+00,+97.07E-03
-19.21875E+00,+96.68E-03
-19.20313E+00,+96.98E-03
-19.18750E+00,+96.87E-03
-19.17188E+00,+96.73E-03
-19.15625E+00,+96.96E-03
-19.14063E+00,+96.88E-03
-19.12500E+00,+96.58E-03
-19.10938E+00,+96.93E-03
-19.09375E+00,+96.92E-03
-19.07813E+00,+97.04E-03
-19.06250E+00,+97.51E-03
-19.04688E+00,+97.82E-03
-19.03125E+00,+98.02E-03
-19.01563E+00,+98.92E-03
-19.00000E+00,+99.74E-03
-18.98438E+00,+100.62E-03
-18.96875E+00,+101.16E-03
-18.95313E+00,+102.22E-03
-18.93750E+00,+103.15E-03
-18.92188E+00,+104.41E-03
-18.90625E+00,+105.23E-03
-18.89063E+00,+106.65E-03
-18.87500E+00,+107.71E-03
-18.85938E+00,+108.95E-03
-18.84375E+00,+109.93E-03
-18.82813E+00,+111.37E-03
-18.81250E+00,+112.47E-03
-18.79688E+00,+113.84E-03
-18.78125E+00,+114.90E-03
-18.76563E+00,+116.24E-03
-18.75000E+00,+117.16E-03
-18.73438E+00,+118.49E-03
-18.71875E+00,+119.39E-03
-18.70313E+00,+120.23E-03
-18.68750E+00,+121.32E-03
-18.67188E+00,+122.29E-03
-18.65625E+00,+123.30E-03
-18.64063E+00,+123.85E-03
-18.62500E+00,+124.88E-03
-18.60938E+00,+125.25E-03
-18.59375E+00,+125.77E-03
-18.57813E+00,+125.99E-03
-18.56250E+00,+126.65E-03
-18.54688E+00,+126.21E-03
-18.53125E+00,+126.57E-03
-18.51563E+00,+126.63E-03
-18.50000E+00,+126.49E-03
-18.48438E+00,+126.13E-03
-18.46875E+00,+125.72E-03
-18.45313E+00,+125.60E-03
-18.43750E+00,+125.44E-03
-18.42188E+00,+124.78E-03
-18.40625E+00,+123.90E-03
-18.39063E+00,+123.20E-03
-18.37500E+00,+122.77E-03
-18.35938E+00,+121.60E-03
-18.34375E+00,+120.62E-03
-18.32813E+00,+119.67E-03
-18.31250E+00,+118.66E-03
-18.29688E+00,+117.61E-03
-18.28125E+00,+116.78E-03
-18.26563E+00,+115.44E-03
-18.25000E+00,+114.57E-03
-18.23438E+00,+113.34E-03
-18.21875E+00,+112.14E-03
-18.20313E+00,+110.98E-03
-18.18750E+00,+109.78E-03
-18.17188E+00,+108.80E-03
-18.15625E+00,+107.81E-03
-18.14063E+00,+106.82E-03
-18.12500E+00,+105.91E-03
-18.10938E+00,+104.83E-03
-18.09375E+00,+104.20E-03
-18.07813E+00,+103.26E-03
-18.06250E+00,+102.28E-03
-18.04688E+00,+101.84E-03
-18.03125E+00,+101.03E-03
-18.01563E+00,+100.76E-03
-18.00000E+00,+100.26E-03
-17.98438E+00,+99.79E-03
-17.96875E+00,+99.82E-03
-17.95313E+00,+99.63E-03
-17.93750E+00,+99.32E-03
-17.92188E+00,+99.33E-03
-17.90625E+00,+99.64E-03
-17.89063E+00,+99.66E-03
-17.87500E+00,+99.97E-03
-17.85938E+00,+100.39E-03
-17.84375E+00,+100.76E-03
-17.82813E+00,+101.24E-03
-17.81250E+00,+101.67E-03
-17.79688E+00,+102.55E-03
-17.78125E+00,+103.22E-03
-17.76563E+00,+103.85E-03
-17.75000E+00,+104.67E-03
-17.73438E+00,+105.74E-03
-17.71875E+00,+106.48E-03
-17.70313E+00,+107.22E-03
-17.68750E+00,+108.27E-03
-17.67188E+00,+109.03E-03
-17.65625E+00,+110.30E-03
-17.64063E+00,+111.44E-03
-17.62500E+00,+112.42E-03
-17.60938E+00,+113.59E-03
-17.59375E+00,+114.51E-03
-17.57813E+00,+115.59E-03
-17.56250E+00,+116.24E-03
-17.54688E+00,+117.29E-03
-17.53125E+00,+118.20E-03
-17.51563E+00,+119.05E-03
-17.50000E+00,+119.93E-03
-17.48438E+00,+120.57E-03
-17.46875E+00,+121.19E-03
-17.45313E+00,+122.07E-03
-17.43750E+00,+122.36E-03
-17.42188E+00,+122.89E-03
-17.40625E+00,+123.49E-03
-17.39063E+00,+123.87E-03
-17.37500E+00,+123.76E-03
-17.35938E+00,+124.12E-03
-17.34375E+00,+124.46E-03
-17.32813E+00,+124.20E-03
-17.31250E+00,+124.28E-03
-17.29688E+00,+124.07E-03
-17.28125E+00,+123.94E-03
-17.26563E+00,+123.58E-03
-17.25000E+00,+123.11E-03
-17.23438E+00,+122.47E-03
-17.21875E+00,+122.04E-03
-17.20313E+00,+121.50E-03
-17.18750E+00,+120.98E-03
-17.17188E+00,+120.20E-03
-17.15625E+00,+119.67E-03
-17.14063E+00,+118.55E-03
-17.12500E+00,+117.57E-03
-17.10938E+00,+116.97E-03
-17.09375E+00,+116.21E-03
-17.07813E+00,+114.96E-03
-17.06250E+00,+114.22E-03
-17.04688E+00,+113.48E-03
-17.03125E+00,+112.26E-03
