Temps	V1	Temps	V2	Fréquence	S_Amplitude
0.001695	-0.00103537691757083	0.001695	0.00974559783935547		
0.0017	-0.0121353012509644	0.0017	-0.0123678706586361		
0.001705	-0.0121353012509644	0.001705	-0.0455380734056234		
0.00171	-0.00658533908426762	0.00171	-0.0787082761526108		
0.001715	-0.00103537691757083	0.001715	-0.111878478899598		
0.00172	0.0156145095825195	0.00172	-0.139520314522088		
0.001725	0.0489142825827003	0.001725	-0.167162150144577		
0.00173	0.0655641690827906	0.00173	-0.200332352891564		
0.001735	0.0877640177495778	0.001735	-0.233502555638552		
0.00174	0.0988639420829713	0.00174	-0.266672758385539		
0.001745	0.104413904249668	0.001745	-0.294314594008029		
0.00175	0.0877640177495778	0.00175	-0.321956429630518		
0.001755	0.0655641690827906	0.001755	-0.360654999502003		
0.00176	0.0267144339159131	0.00176	-0.393825202248991		
0.001765	-0.023235225584358	0.001765	-0.42146703787148		
0.00177	-0.0787348472513258	0.00177	-0.449108873493969		
0.001775	-0.128684506751597	0.001775	-0.487807443365455		
0.00178	-0.178634166251868	0.00178	-0.509920911863446		
0.001785	-0.211933939252049	0.001785	-0.543091114610434		
0.00179	-0.228583825752139	0.00179	-0.576261317357421		
0.001795	-0.223033863585442	0.001795	-0.60390315297991		
0.0018	-0.189734090585262	0.0018	-0.626016621477902		
0.001805	-0.134234468918294	0.001805	-0.664715191349387		
0.00181	-0.0565349985845387	0.00181	-0.692357026971877		
0.001815	0.0322643960826099	0.001815	-0.719998862594366		
0.00182	0.121063790749758	0.00182	-0.753169065341353		
0.001825	0.209863185416907	0.001825	-0.775282533839345		
0.00183	0.276462731417269	0.00183	-0.81398110371083		
0.001835	0.320862428750843	0.001835	-0.836094572208822		
0.00184	0.337512315250933	0.00184	-0.863736407831311		
0.001845	0.320862428750843	0.001845	-0.891378243453801		
0.00185	0.265362807083875	0.00185	-0.91902007907629		
0.001855	0.182113374583423	0.001855	-0.952190281823277		
0.00186	0.0711141312494874	0.00186	-0.979832117445767		
0.001865	-0.0509850364178419	0.001865	-1.00194558594376		
0.00187	-0.167534241918474	0.00187	-1.03511578869075		
0.001875	-0.27853348525241	0.001875	-1.06275762431324		
0.00188	-0.367332879919559	0.00188	-1.08487109281123		
0.001885	-0.428382463753223	0.001885	-1.11251292843372		
