Fréquence	S_Amplitude	Temps	V1
		0.000895	-0.253722377121449
		0.0009	-0.237131293863058
		0.000905	-0.215009849518538
		0.00091	-0.192888405174017
		0.000915	-0.154175877571106
		0.00092	-0.126524072140455
		0.000925	-0.0933419056236744
		0.00093	-0.0712204612791538
		0.000935	-0.0435686558485031
		0.00094	-0.0103864893317223
		0.000945	0.00620459392666817
		0.00095	0.0227956771850586
		0.000955	0.039386760443449
		0.00096	0.0504474826157093
		0.000965	0.0559778437018394
		0.00097	0.0504474826157093
		0.000975	0.0504474826157093
		0.00098	0.0449171215295792
		0.000985	0.0283260382711887
		0.00099	0.0283260382711887
		0.000995	0.0117349550127983
		0.001	-0.00485612824559212
		0.001005	-0.0159168504178524
		0.00101	-0.0214472115039825
		0.001015	-0.0325079336762428
		0.00102	-0.0325079336762428
		0.001025	-0.038038294762373
		0.00103	-0.0325079336762428
		0.001035	-0.0269775725901127
		0.00104	-0.0103864893317223
		0.001045	0.00620459392666817
		0.00105	0.0172653160989285
		0.001055	0.0449171215295792
		0.00106	0.0725689269602299
		0.001065	0.100220732390881
		0.00107	0.122342176735401
		0.001075	0.144463621079922
		0.00108	0.172115426510572
		0.001085	0.194236870855093
		0.00109	0.210827954113483
		0.001095	0.221888676285744
		0.0011	0.227419037371874
		0.001105	0.227419037371874
		0.00111	0.221888676285744
		0.001115	0.205297593027353
		0.00112	0.177645787596703
		0.001125	0.149993982166052
		0.00113	0.111281454563141
		0.001135	0.0670385658740997
		0.00114	0.0227956771850586
		0.001145	-0.038038294762373
		0.00115	-0.0878115445375443
		0.001155	-0.143115155398846
		0.00116	-0.198418766260147
		0.001165	-0.259252738207579
		0.00117	-0.30349562689662
		0.001175	-0.353268876671791
		0.00118	-0.391981404274702
		0.001185	-0.419633209705353
		0.00119	-0.447285015136003
		0.001195	-0.452815376222134
		0.0012	-0.452815376222134
		0.001205	-0.436224292963743
		0.00121	-0.414102848619223
		0.001215	-0.375390321016312
		0.00122	-0.32561707124114
		0.001225	-0.270313460379839
		0.00123	-0.203949127346277
		0.001235	-0.132054433226585
		0.00124	-0.0490990169346333
		0.001245	0.0338563993573189
		0.00125	0.122342176735401
		0.001255	0.205297593027353
		0.00126	0.288253009319305
		0.001265	0.360147703438997
		0.00127	0.437572758644819
		0.001275	0.498406730592251
		0.00128	0.548179980367422
		0.001285	0.586892507970333
		0.00129	0.614544313400984
		0.001295	0.620074674487114
		0.0013	0.614544313400984
		0.001305	0.581362146884203
		0.00131	0.548179980367422
		0.001315	0.487346008419991
		0.00132	0.420981675386429
		0.001325	0.338026259094477
		0.00133	0.249540481716394
		0.001335	0.149993982166052
		0.00134	0.039386760443449
		0.001345	-0.0712204612791538
		0.00135	-0.176297321915627
		0.001355	-0.281374182552099
		0.00136	-0.380920682102442
		0.001365	-0.474936820566654
		0.00137	-0.552361875772476
		0.001375	-0.624256569892168
		0.00138	-0.6850905418396
		0.001385	-0.723803069442511
		0.00139	-0.751454874873161
		0.001395	-0.751454874873161
		0.0014	-0.740394152700901
		0.001405	-0.70168162509799
		0.00141	-0.657438736408949
		0.001415	-0.591074403375387
		0.00142	-0.502588625997305
		0.001425	-0.408572487533092
		0.00143	-0.30349562689662
		0.001435	-0.187358044087887
		0.00144	-0.0656901001930237
		0.001445	0.0504474826157093
		0.00145	0.172115426510572
		0.001455	0.293783370405436
		0.00146	0.404390592128038
		0.001465	0.503937091678381
		0.00147	0.597953230142593
		0.001475	0.669847924262285
