Temps	V1	Fréquence	S_Amplitude{2}
0.0002756	0.679843183199409		
0.000276	0.672100214520469		
0.0002764	0.672100214520469		
0.0002768	0.665548471792135		
0.0002772	0.661379180965014		
0.0002776	0.659592342039105		
0.000278	0.653636212286074		
0.0002784	0.649466921458952		
0.0002788	0.64708446955774		
0.0002792	0.638150274928194		
0.0002796	0.635767823026981		
0.00028	0.632194145175163		
0.0002804	0.626833628397435		
0.0002808	0.620877498644404		
0.0002812	0.615516981866676		
0.0002816	0.611347691039555		
0.000282	0.604200335335918		
0.0002824	0.597052979632281		
0.0002828	0.592883688805159		
0.0002832	0.588714397978038		
0.0002836	0.578588977397885		
0.000284	0.576206525496673		
0.0002844	0.566676717891823		
0.0002848	0.564889878965914		
0.0002852	0.557742523262277		
0.0002856	0.55059516755864		
0.000286	0.543447811855003		
0.0002864	0.537491682101972		
0.0002868	0.532131165324245		
0.0002872	0.525579422595911		
0.0002876	0.516049614991061		
0.000288	0.509497872262727		
0.0002884	0.504137355485		
0.0002888	0.498776838707272		
0.0002892	0.491033870028332		
0.0002896	0.482099675398786		
0.00029	0.473761093744542		
0.0002904	0.468400576966815		
0.0002908	0.461848834238481		
0.0002912	0.457083930436056		
0.0002916	0.449340961757116		
0.000292	0.441597993078176		
0.0002924	0.433259411423933		
0.0002928	0.423729603819083		
0.0002932	0.417773474066053		
0.0002936	0.414795409189537		
0.000294	0.402883149683476		
0.0002944	0.396927019930445		
0.0002948	0.389779664226808		
0.0002952	0.378463017696049		
0.0002956	0.373698113893624		
0.000296	0.364763919264078		
0.0002964	0.358807789511047		
0.0002968	0.350469207856804		
0.0002972	0.340343787276652		
0.0002976	0.336770109424833		
0.000298	0.323071010992862		
0.0002984	0.314136816363316		
0.0002988	0.309371912560891		
0.0002992	0.302224556857254		
0.0002996	0.290907910326496		
0.0003	0.282569328672253		
0.0003004	0.275421972968616		
0.0003008	0.265892165363766		
0.0003012	0.258744809660129		
0.0003016	0.248619389079977		
0.000302	0.24147203337634		
0.0003024	0.231346612796187		
0.0003028	0.22419925709255		
0.0003032	0.214073836512398		
0.0003036	0.205735254858155		
0.000304	0.199779125105124		
0.0003044	0.192036156426184		
0.0003048	0.179528283944819		
0.0003052	0.16999847633997		
0.0003056	0.162851120636333		
0.000306	0.155108151957393		
0.0003064	0.144387118401937		
0.0003068	0.136048536747694		
0.0003072	0.128901181044057		
0.0003076	0.118180147488602		
0.000308	0.110437178809661		
0.0003084	0.103289823106024		
0.0003088	0.093164402525872		
0.0003092	0.0824433689704165		
0.0003096	0.0747004002914764		
0.00031	0.0651705926866271		
0.0003104	0.0550451721064746		
0.0003108	0.0461109774769284		
0.0003112	0.0413460736745037		
0.0003116	0.0306250401190482		
0.000312	0.0210952325141989		
0.0003124	0.0133522638352588		
0.0003128	0.00620490813162178		
0.0003132	-0.00332489947322756		
0.0003136	-0.0146415460039862		
0.000314	-0.0211932887323201		
0.0003144	-0.0313187093124725		
0.0003148	-0.0396572909667157		
0.0003152	-0.0474002596456558		
0.0003156	-0.0569300672505051		
0.000316	-0.0640774229541421		
0.0003164	-0.0759896824602038		
0.0003168	-0.08492387708975		
0.0003172	-0.0926668457686901		
0.0003176	-0.0998142014723271		
0.000318	-0.10815278312657		
0.0003184	-0.116491364780813		
0.0003188	-0.126021172385663		
0.0003192	-0.135550979990512		
0.0003196	-0.142698335694149		
0.00032	-0.151632530323695		
0.0003204	-0.157588660076726		
0.0003208	-0.165927241730969		
0.0003212	-0.177243888261728		
0.0003216	-0.185582469915971		
0.000322	-0.194516664545517		
0.0003224	-0.204046472150367		
0.0003228	-0.208811375952791		
0.0003232	-0.217745570582338		
0.0003236	-0.224892926285975		
0.000324	-0.235018346866127		
0.0003244	-0.245739380421583		
0.0003248	-0.248717445298098		
0.0003252	-0.257056026952341		
0.0003256	-0.265990221581887		
0.000326	-0.273733190260828		
0.0003264	-0.282071771915071		
0.0003268	-0.290410353569314		
0.0003272	-0.296962096297648		
0.0003276	-0.306491903902497		
0.000328	-0.311256807704922		
0.0003284	-0.318404163408559		
0.0003288	-0.326742745062802		
0.0003292	-0.336272552667651		
0.0003296	-0.343419908371288		
0.00033	-0.348780425149016		
0.0003304	-0.354140941926744		
0.0003308	-0.362479523580987		
0.0003312	-0.369626879284624		
0.0003316	-0.374987396062352		
0.000332	-0.382730364741292		
0.0003324	-0.38809088151902		
0.0003328	-0.398811915074475		
0.0003332	-0.4035768188769		
0.0003336	-0.409532948629931		
0.000334	-0.415489078382961		
0.0003344	-0.423232047061902		
0.0003348	-0.429188176814932		
0.0003352	-0.433357467642054		
0.0003356	-0.437526758469176		
0.000336	-0.444674114172813		
0.0003364	-0.45182146987645		
0.0003368	-0.45777759962948		
0.0003372	-0.464329342357814		
0.0003376	-0.470285472110845		
0.000338	-0.47505037591327		
0.0003384	-0.481602118641604		
0.0003388	-0.491131926246453		
0.0003392	-0.491727539221756		
0.0003396	-0.499470507900696		
0.00034	-0.505426637653727		
0.0003404	-0.507809089554939		
0.0003408	-0.513169606332667		
0.0003412	-0.520316962036304		
0.0003416	-0.524486252863426		
0.000342	-0.532824834517669		
0.0003424	-0.534611673443578		
0.0003428	-0.539376577246003		
0.0003432	-0.543545868073124		
0.0003436	-0.549501997826155		
0.000344	-0.554862514603883		
0.0003444	-0.557840579480398		
0.0003448	-0.562605483282823		
0.0003452	-0.566179161134642		
0.0003456	-0.572135290887672		
0.000346	-0.573326516838279		
0.0003464	-0.579282646591309		
0.0003468	-0.581665098492522		
0.0003472	-0.583451937418431		
0.0003476	-0.587621228245553		
0.000348	-0.59476858394919		
0.0003484	-0.594172970973887		
0.0003488	-0.597151035850402		
0.0003492	-0.601915939652827		
0.0003496	-0.60251155262813		
0.00035	-0.606680843455251		
0.0003504	-0.611445747257676		
