Temps	V1	Fréquence	S_Amplitude
0.0583	2.47274563834071		
0.0584	2.47827599942684		
0.0585	2.42850274965167		
0.0586	2.32895625010133		
0.0587	2.20175794512033		
0.0588	2.0303167514503		
0.0589	1.80910230800509		
0.059	1.56576642021537		
0.0591	1.29477872699499		
0.0592	0.996139228343964		
0.0593	0.669847924262285		
0.0594	0.326965536922216		
0.0595	-0.0103864893317223		
0.0596	-0.353268876671791		
0.0597	-0.69062090292573		
0.0598	-1.01691220700741		
0.0599	-1.31555170565844		
0.06	-1.59206975996494		
0.0601	-1.8409360088408		
0.0602	-2.05108973011374		
0.0603	-2.22253092378378		
0.0604	-2.34419886767864		
0.0605	-2.43821500614285		
0.0606	-2.46586681157351		
0.0607	-2.43268464505672		
0.0608	-2.33866850659251		
0.0609	-2.20593984052539		
0.061	-2.04002900794148		
0.0611	-1.81328420341015		
0.0612	-1.55335723236203		
0.0613	-1.27130881696939		
0.0614	-0.956078235059977		
0.0615	-0.613195847719908		
0.0616	-0.270313460379839		
0.0617	0.0946903713047504		
0.0618	0.44863348081708		
0.0619	0.797046229243279		
0.062	1.12886789441109		
0.0621	1.42750739306211		
0.0622	1.70402544736862		
0.0623	1.95289169624448		
0.0624	2.15751505643129		
0.0625	2.30130444467068		
0.0626	2.41744202747941		
0.0627	2.47827599942684		
0.0628	2.46721527725458		
0.0629	2.40085094422102		
0.063	2.27918300032616		
0.0631	2.11327216774225		
0.0632	1.89758808538318		
0.0633	1.63213075324893		
0.0634	1.33902161568403		
0.0635	1.01273031160235		
0.0636	0.653256841003895		
0.0637	0.288253009319305		
0.0638	-0.0878115445375443		
0.0639	-0.458345737308264		
0.064	-0.823349568992853		
0.0641	-1.17176231741905		
0.0642	-1.48146253824234		
0.0643	-1.76351095363498		
0.0644	-2.0068468414247		
0.0645	-2.20593984052539		
0.0646	-2.33866850659251		
0.0647	-2.43821500614285		
0.0648	-2.46586681157351		
0.0649	-2.4105632007122		
0.065	-2.2999559789896		
0.0651	-2.15063622966409		
0.0652	-1.93495214730501		
0.0653	-1.6750251762569		
0.0654	-1.37085531651974		
0.0655	-1.04456401243806		
0.0656	-0.6850905418396		
0.0657	-0.30349562689662		
0.0658	0.07809928804636		
0.0659	0.45969420298934		
0.066	0.84128911793232		
0.0661	1.19523222744465		
0.0662	1.51046280935407		
0.0663	1.79804158583283		
0.0664	2.04690783470869		
0.0665	2.23494011163712		
0.0666	2.37319913879037		
0.0667	2.46168491616845		
0.0668	2.47827599942684		
0.0669	2.41744202747941		
0.067	2.29024372249842		
0.0671	2.12433288991451		
0.0672	1.88652736321092		
0.0673	1.60447894781828		
0.0674	1.28371800482273		
0.0675	0.929774895310402		
0.0676	0.542649619281292		
0.0677	0.149993982166052		
0.0678	-0.253722377121449		
0.0679	-0.646378014236689		
0.068	-1.02797292917967		
0.0681	-1.37085531651974		
0.0682	-1.68055553734303		
0.0683	-1.95707359164953		
0.0684	-2.17828803509474		
0.0685	-2.32760778442025		
0.0686	-2.43821500614285		
0.0687	-2.46586681157351		
0.0688	-2.4105632007122		
0.0689	-2.28336489573121		
0.069	-2.11192370206118		
0.0691	-1.86858781427145		
0.0692	-1.58100903779268		
0.0693	-1.254717733711		
0.0694	-0.889713902026415		
0.0695	-0.491527903825045		
0.0696	-0.0878115445375443		
0.0697	0.315904814749956		
0.0698	0.719621174037457		
0.0699	1.10121608898044		
0.07	1.44962883740664		
0.0701	1.75932905822992		
0.0702	2.0303167514503		
0.0703	2.22940975055099		
0.0704	2.3787294998765		
0.0705	2.46721527725458		
0.0706	2.47827599942684		
0.0707	2.40085094422102		
0.0708	2.26259191706777		
0.0709	2.06349891796708		
0.071	1.80357194691896		
0.0711	1.48834136500955		
0.0712	1.13992861658335		
0.0713	0.752803340554237		
0.0714	0.338026259094477		
0.0715	-0.076750822365284		
0.0716	-0.497058264911175		
0.0717	-0.900774624198675		
0.0718	-1.27683917805552		
0.0719	-1.60866084322333		
0.072	-1.90730034187436		
0.0721	-2.14510586857796		
0.0722	-2.31101670116186		
0.0723	-2.43268464505672		
0.0724	-2.46586681157351		
0.0725	-2.4105632007122		
0.0726	-2.27230417355895		
0.0727	-2.08980225771666		
0.0728	-1.82987528666854		
0.0729	-1.52017506584525		
0.073	-1.17176231741905		
0.0731	-0.784637041389942		
0.0732	-0.369859959930182		
0.0733	0.0615082047879696		
0.0734	0.47628528624773		
0.0735	0.885532006621361		
0.0736	1.26712692156434		
0.0737	1.60447894781828		
0.0738	1.90864880755544		
0.0739	2.15198469534516		
0.074	2.3234258890152		
0.0741	2.44509383291006		
0.0742	2.48380636051297		
0.0743	2.42850274965167		
0.0744	2.30130444467068		
0.0745	2.11327216774225		
0.0746	1.85334519669414		
0.0747	1.54917533695698		
0.0748	1.18970186635852		
0.0749	0.791515868157148		
0.075	0.371208425611258		
0.0751	-0.0601597391068935		
0.0752	-0.491527903825045		
0.0753	-0.906304985284805		
0.0754	-1.28789990022779		
0.0755	-1.63078228756785		
0.0756	-1.92942178621888		
0.0757	-2.16169695183635		
0.0758	-2.33313814550638		
0.0759	-2.44374536722898		
0.076	-2.46033645048738		
0.0761	-2.37738103419542		
0.0762	-2.23359164595604		
0.0763	-2.02343792468309		
0.0764	-1.74138950929046		
0.0765	-1.40956784412265		
0.0766	-1.03903365135193		
0.0767	-0.629786930978298		
0.0768	-0.198418766260147		
0.0769	0.232949398458004		
0.077	0.658787202090025		
0.0771	1.06803392246366		
0.0772	1.43856811523438		
0.0773	1.76485941931605		
0.0774	2.04690783470869		
0.0775	2.25706155598164		
0.0776	2.40085094422102		
0.0777	2.47827599942684		
0.0778	2.46168491616845		
0.0779	2.35660805553198		
0.078	2.19069722294807		
0.0781	1.95289169624448		
0.0782	1.64319147542119		
0.0783	1.30030908808112		
0.0784	0.902123089879751		
0.0785	0.48181564733386		
0.0786	0.0449171215295792		
0.0787	-0.397511765360832		
0.0788	-0.823349568992853		
0.0789	-1.22153556719422		
0.079	-1.56994831562042		
0.0791	-1.87964853644371		
0.0792	-2.1340451464057		
0.0793	-2.31101670116186		
0.0794	-2.43821500614285		
0.0795	-2.46586681157351		
0.0796	-2.39397211745381		
0.0797	-2.2446523681283		
0.0798	-2.04002900794148		
0.0799	-1.75245023146272		
0.08	-1.43168928846717		
0.0801	-1.05562473461032		
0.0802	-0.646378014236689		
0.0803	-0.215009849518538		
0.0804	0.221888676285744		
0.0805	0.653256841003895		
0.0806	1.06803392246366		
0.0807	1.43856811523438		
0.0808	1.77038978040218		
0.0809	2.05243819579482		
0.081	2.25706155598164		
0.0811	2.40085094422102		
0.0812	2.47827599942684		
0.0813	2.46168491616845		
0.0814	2.35107769444585		
0.0815	2.17963650077581		
0.0816	1.93630061298609		
0.0817	1.63213075324893		
0.0818	1.2781876437366		
0.0819	0.880001645535231		
0.082	0.45969420298934		
0.0821	0.0227956771850586		
0.0822	-0.419633209705353		
0.0823	-0.839940652251244		
0.0824	-1.23812665045261		
0.0825	-1.59206975996494		
0.0826	-1.8962396197021		
0.0827	-2.14510586857796		
0.0828	-2.32207742333412		
0.0829	-2.43821500614285		
0.083	-2.46586681157351		
0.0831	-2.38844175636768		
0.0832	-2.23912200704217		
0.0833	-2.03449864685535		
0.0834	-1.75245023146272		
0.0835	-1.42062856629491		
0.0836	-1.05009437352419		
0.0837	-0.640847653150558		
0.0838	-0.209479488432407		
0.0839	0.221888676285744		
0.084	0.647726479917765		
0.0841	1.05144283920527		
0.0842	1.42750739306211		
0.0843	1.75379869714379		
0.0844	2.03584711253643		
0.0845	2.24600083380938		
0.0846	2.39532058313489		
0.0847	2.47827599942684		
0.0848	2.46721527725458		
0.0849	2.36213841661811		
0.085	2.20728830620646		
0.0851	1.975013140589		
0.0852	1.6819040030241		
0.0853	1.33902161568403		
0.0854	0.962957061827183		
0.0855	0.542649619281292		
0.0856	0.116811815649271		
0.0857	-0.31455634906888		
0.0858	-0.734863791614771		
0.0859	-1.13304978981614		
0.086	-1.4925232604146		
0.0861	-1.80775384232402		
0.0862	-2.07321117445827		
0.0863	-2.26677381247282		
0.0864	-2.40503283962607		
0.0865	-2.46586681157351		
0.0866	-2.43268464505672		
0.0867	-2.31101670116186		
0.0868	-2.13957550749183		
0.0869	-1.8962396197021		
0.087	-1.59760012105107		
0.0871	-1.254717733711		
0.0872	-0.878653179854155		
0.0873	-0.463876098394394		
0.0874	-0.0435686558485031		
0.0875	0.376738786697388		
0.0876	0.791515868157148		
0.0877	1.17864114418626		
0.0878	1.52705389261246		
0.0879	1.83675411343575		
